Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB7.1; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; InfoPath.2; .NET CLR 3.5.30729; .NET4.0C; .NET CLR 3.0.30729; AskTbFWV5/5.12.2.16749; 978803803)|
Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/3.5a;FBBV/3500;FBDV/iPad1,1;FBMD/iPad;FBSN/iPhone OS;FBSV/4.3.1;FBSS/1; FBCR/AT&T;FBID/phone;FBLC/en_US]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3;FBSS/2; FBCR/o2-de;FBID/phone;FBLC/de_DE;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 2.3.7; es-es; HTC Desire Build/GRK39F) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://uaprof.vtext.com/adr62k/adr62k.xml
Mozilla/5.0 (Linux; U; Android 2.2; es-es; MID1024 Build/FRF91) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Opera/9.80 (Android 3.1; Linux; Opera Tablet/ADR-1110071847; U; de) Presto/2.9.201 Version/11.50|http://wap.samsungmobile.com/uaprof/GT-P7500.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.4; USCCADR6285US Build/GRJ22)|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.561 Mobile Safari/534.8+|http://www.blackberry.net/go/mobile/profiles/uaprof/9800_edge/6.0.0.rdf
Dalvik/1.5.1 (Linux; U; Android 3.1; streak7 Build/HMJ19)|http://wap.samsungmobile.com/uaprof/GT-P7500.xml
Dalvik/1.2.0 (Linux; U; Android 2.2.1; Inspire HD Build/FRG83D)|http://gsm.lge.com/html/gsm/P990-M3-D2.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.5; HTC Desire Build/GRI40)|http://uaprof.vtext.com/adr62k/adr62k.xml
Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; es_ES) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPad2,1;FBMD/iPad;FBSN/iPhone OS;FBSV/5.0;FBSS/1; FBCR/;FBID/tablet;FBLC/es_ES;FBSF/1.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.23546/26.984; U; ar) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[9034753318] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/vodafoneUK;FBID/phone;FBLC/en_US;FBSF/2.0]|
Dalvik/1.2.0 (Linux; U; Android 2.2.2; ViewSonic-V350 Build/FRG83G)|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; ar_AR) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/Mobily;FBID/phone;FBLC/ar_AR;FBSF/2.0]|
Blackberry 9780/6.0.0.570 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/123|http://www.blackberry.net/go/mobile/profiles/uaprof/9780/6.0.0.rdf
Dalvik/1.4.0 (Linux; U; Android 2.3.5; HTC Desire Build/cMIUI 1.8.19 A2SD+)|http://uaprof.vtext.com/adr62k/adr62k.xml
Mozilla/5.0 (Linux; U; Android 2.3.4; es-us; DROID BIONIC Build/5.5.1_84_DBN-55) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (SAMSUNG; SAMSUNG-GT-S5333/S5333JPJJ1; U; Bada/1.0; en-us) AppleWebKit/533.1 (KHTML, like Gecko) Dolfin/2.0 Mobile WQVGA SMM-MMS/1.2.0 OPN-B UNTRUSTED/1.0|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3;FBSS/2; FBCR/AT&T;FBID/phone;FBLC/en_US;FBSF/2.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.18264/26.984; U; ab) Presto/2.8.119 Version/10.54|
BlackBerry9300/5.0.0.845 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/134|http://www.blackberry.net/go/mobile/profiles/uaprof/9300_umts/5.0.0.rdf
Mozilla/5.0 (Linux; U; Android 2.3.4; fr-us; pcdadr6350 Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Opera/9.80 (BREW; Opera Mini/5.63/24.1029; U; en) Presto/2.5.25 240X320 Samsung SCH-U660|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.22714/26.984; U; id) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.4; MB525 Build/4.5.1-134_DFP-10)|http://uaprof.motorola.com/phoneconfig/MotoMB525/profile/MotoMB525.rdf
Dalvik/1.4.0 (Linux; U; Android 2.3.7; HTC Tattoo Build/GRI40)|http://www.htcmms.com.tw/Android/Common/Tattoo/ua-profile.xml
Dalvik/1.2.0 (Linux; U; Android 2.2; SN10T1 Build/FRF91)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.3;FBSS/2; FBCR/AT|
NOKIAN73/UC Browser7.9.0.102/28/354/UCWEB|http://nds.nokia.com/uaprof/NN73-1r100.xml
Opera/9.80 J2ME/MIDP; Opera Mini/4.1.15082/26.984; U; es Presto/2.8.119 Version/10.54|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/M1Singapore;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPad2,3;FBMD/iPad;FBSN/iPhone OS;FBSV/5.0;FBSS/1; FBCR/Verizon;FBID/tablet;FBLC/en_US;FBSF/1.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.1;FBBV/4010.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.3;FBSS/1; FBCR/Telekom.de;FBID/phone;FBLC/de_DE;FBSF/1.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.1.15082/26.984; U; id) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.18975/26.984; U; es) Presto/2.8.119 Version/10.54|
Opera/9.80 (BREW; Opera Mini/5.43/24.1029; U; en) Presto/2.5.25 320X240 LG VN250|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/3Ireland;FBID/phone;FBLC/en_US;FBSF/2.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.1.15231/26.984; U; ar) Presto/2.8.119 Version/10.54|
Dalvik/1.2.0 (Linux; U; Android 2.2; Vega Build/FRF91)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3;FBSS/2; FBCR/etisalat;FBID/phone;FBLC/en_US;FBSF/2.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.14881/26.984; U; ar) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Vodafone/1.0/LG-GS290/V10g Browser/Obigo-Q7.3 MMS/LG-MMS-V1.0/1.2 MediaPlayer/LGPlayer/1.0 Java/ASVM/1.1 Profile/MIDP-2.1 Confication-Type: Browser|http://gsm.lge.com/html/gsm/LG-GS290-NS.xml
Mozilla/5.0 (Linux; U; Android 1.6; en-fr; HTC Tattoo Build/DRC79) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1|http://www.htcmms.com.tw/Android/Common/Tattoo/ua-profile.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone4,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/Sprint;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 2.2.2; hu-hu; IDEOS S7 Slim Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (Linux; U; Android 2.3.5; es-es; GT-I9100 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.24725/26.984; U; tr) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.4; Optimus 2X Build/MIUIAndroid 1.7.29)|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Dalvik/1.2.0 (Linux; U; Android 2.2.2; Karbonn_A1 Build/FRF91)|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.4; OVO Community ROM Build/GRJ22)|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Dalvik/1.5.1 (Linux; U; Android 3.1; MZ604 Build/H.6.4-16)|http://wap.samsungmobile.com/uaprof/GT-P7500.xml
Dalvik/1.2.0 (Linux; U; Android 2.2.2; i-mobile i691 Build/FRG83G)|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.1;FBBV/4010.0;FBDV/iPad2,2;FBMD/iPad;FBSN/iPhone OS;FBSV/4.3.3;FBSS/1; FBCR/AT&T;FBID/tablet;FBLC/en_US;FBSF/1.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.1;FBSS/1; FBCR/AT|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.1.13685/26.984; U; en) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.1-update1; fr-fr; Garmin-Asus A10 Build/ERE27) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17; A10-V5.0.68-userdebug-20101020|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[2605826847] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.1;FBBV/4010.0;FBDV/iPad2,1;FBMD/iPad;FBSN/iPhone OS;FBSV/4.3.3;FBSS/1; FBCR/;FBID/tablet;FBLC/en_US;FBSF/1.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/Bell;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 3.1; es-es; AT100 Build/HMJ37) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13|http://wap.samsungmobile.com/uaprof/GT-P7500.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/Rogers;FBID/phone;FBLC/en_US;FBSF/2.0]|
Opera/9.80 (Android; Opera Mini/5.1.22460/26.984; U; de) Presto/2.8.119 Version/10.54|
MOT-V3/0E.40.9FR MIB/2.2.1 Profile/MIDP-2.0 Configuration/CLDC-1.0|http://motorola.handango.com/phoneconfig/v3/Profile/v3.rdf
Dalvik/1.4.0 (Linux; U; Android 2.3.5; Nexus One Build/MIUI 1.10.8.0)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.3;FBSS/2; FBCR/O2;FBID/phone;FBLC/en_US;FBSF/2.0]|
Dalvik/1.4.0 (Linux; U; Android 2.3.3; Dell Streak Build/GRI40)|
Dalvik/1.2.0 (Linux; U; Android 2.2.2; IDEOS S7 Build/FRG83G)|
Mozilla/5.0 (BlackBerry; U; BlackBerry 9370; en-US) AppleWebKit/534.11  (KHTML, like Gecko) Version/7.0.0.374 Mobile Safari/534.11|
Dalvik/1.2.0 (Linux; U; Android 2.2; MID7024 Build/FRF91)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; es_ES) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/Telcel;FBID/phone;FBLC/es_ES;FBSF/2.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.18154/26.984; U; es) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.20963/26.984; U; tr) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.3.3; ar-eg; HTC Incredible S Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Dalvik/1.4.0 (Linux; U; Android 2.3.5; HTC Desire Build/GINGERVillain-3.1)|http://uaprof.vtext.com/adr62k/adr62k.xml
Mozilla/5.0 (Linux; U; Android 2.2.1; de-at; HTC Wildfire 2.31.163.1 Build/FRG83D) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www.htcmms.com.tw/Android/Common/Buzz/ua-profile.xml
Mozilla/5.0 (Linux; U; Android 2.2.2; es-us; ViewPad7 Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[7656678665] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/Vodafone.de;FBID/phone;FBLC/de_DE;FBSF/2.0]|
BlackBerry9630/5.0.0.1078 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/126|http://www.blackberry.net/go/mobile/profiles/uaprof/9630/4.7.1.rdf
Opera/9.80 (J2ME/MIDP; Opera Mini/4.3.24214/26.984; U; tr) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[4328893691] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.17605/26.984; U; ar) Presto/2.8.119 Version/10.54|
Dalvik/1.2.0 (Linux; U; Android 2.2.2 AcuraTeam www.htcspain.com; LG-P920 Build/FRG83G)|
NokiaC1-01/2.0 (05.45) Profile/MIDP-2.1 Configuration/CLDC-1.1 nokiac1-01/UC Browser7.0.0.41/70/350 UNTRUSTED/1.0|
Mozilla/5.0 (Linux; U; Android 2.3.5; ko-kr; SGH-T989 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/3.5a;FBBV/3500;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.3;FBSS/1; FBCR/OPTUS;FBID/phone;FBLC/en_US]|
Opera/9.80 (Android 3.2.1; Linux; Opera Tablet/ADR-1110071847; U; en-GB) Presto/2.9.201 Version/11.50|
Mozilla/5.0 (Linux; U; Android 2.3.3; en-ie; SonyEricssonLT15i Build/3.0.1.A.0.151) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (Linux; U; Android 2.3.7; en-us; MB200 Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://uaprof.motorola.com/phoneconfig/MotoMB300/profile/MotoMB300.rdf
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/CarrierLab;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (iPod; CPU iPhone OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko)|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.21992/26.984; U; ar) Presto/2.8.119 Version/10.54|
Opera/9.80 (BREW; Opera Mini/5.25/24.1029; U; en) Presto/2.5.25 320X240 Samsung SCH-U750|http://uaprof.vtext.com/sch/u750P/u750P.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.5; ZTE-BLADE Build/GRJ90)|http://www.zte.com.cn/mobile/uaprof/ZTE-BLADE.xml
Opera/9.80 (MTK; Opera Mini/5.1.3086/26.984; U; en) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android RandomROM 2.3.4; SPH-D700 Build/GINGERBREAD)|http://device.sprintpcs.com/Samsung/SPH-D700/DI07.rdf
Opera/9.80 (J2ME/MIDP; Opera Mini/5.16895/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1109211775; U; fa) Presto/2.8.149 Version/11.10|
BlackBerry8520/5.0.0.1056 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/134|http://www.blackberry.net/go/mobile/profiles/uaprof/8520_80211g/4.6.1.rdf
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.1;FBBV/4010.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3;FBSS/2; FBCR/vodafoneIE;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; SonyEricssonLT15i Build/3.0.1.A.0.146) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Dalvik/1.2.0 (Linux; U; Android 2.2.2; ALCATEL one touch 890D Build/FRG83G)|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.20457/26.984; U; nl) Presto/2.8.119 Version/10.54|
LG-GT405-Orange/V10e Browser/Teleca-Q7.1 MMS/LG-MMS-V1.0/1.2 MediaPlayer/LGPlayer/1.0 Java/ASVM/1.1 Profile/MIDP-2.1 Configuration/CLDC-1.1|http://gsm.lge.com/html/gsm/GT405-M6-D2.xml
SAMSUNG-GT-S8530/S8530XXKE1 Bada/1.2 AppleWebKit/533.1 Dolfin/2.2 Mobile NexPlayer/3.0 SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1 OPN-B|http://wap.samsungmobile.com/uaprof/GT-S8530_3G.rdf
BlackBerry9630/4.2.0.424 Profile/MIDP-2.0 Configuration/CLDC-1.1|http://www.blackberry.net/go/mobile/profiles/uaprof/9630/4.7.1.rdf
Mozilla/5.0 (BlackBerry; U; BlackBerry 9900; en) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.1.0.58 Mobile Safari/534.11+|
Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; DROID2 GLOBAL Build/4.5.1_57_D2G-38) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.19390/26.984; U; es) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.3521/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.22282/26.984; U; en) Presto/2.8.119 Version/10.54|
Nokia7610/2.0 (5.0509.0) SymbianOS/7.0s Series60/2.1 Profile/MIDP-2.0 Configuration/CLDC-1.0/UC Browser7.9.0.102/27/352/UCWEB|http://nds1.nds.nokia.com/uaprof/N7610r100.xml
Mozilla/5.0 (BlackBerry; U; BlackBerry 9900; it) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.296 Mobile Safari/534.11+|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; sv_SE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/3SE;FBID/phone;FBLC/sv_SE;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 2.3.5; zh-cn; MB525 Build/MIUI) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://uaprof.motorola.com/phoneconfig/MotoMB525/profile/MotoMB525.rdf
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/Mobinil;FBID/phone;FBLC/en_US;FBSF/2.0]|
LG-KE970/V11c Obigo/WAP2.0 MIDP-2.0/CLDC-1.1|http://gsm.lge.com/html/gsm/LG-KE970.xml
Blackberry 9700/5.0.0.743 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/138|http://www.blackberry.net/go/mobile/profiles/uaprof/9700_umts/5.0.0.rdf
Mozilla/5.0 (BlackBerry; U; BlackBerry 9900; en) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.440 Mobile Safari/534.11+|
SAMSUNG-GT-S5260/S5260XXKG2 SHP/VPP/R5 Dolfin/2.0 NexPlayer/3.0 SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1 OPN-B|http://wap.samsungmobile.com/uaprof/GT-S5260.rdf
Mozilla/5.0 (Linux; U; Android 2.1-update1; ar-kw; HTC_Wildfire_A3333 Build/ERE27) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|http://www.htcmms.com.tw/Android/Common/Wildfire/ua-profile.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.3; Android for Telechips M801 Evaluation Board Build/GRI40)|
Dalvik/1.4.0 (Linux; U; Android 2.3.4; ST17i Build/4.0.1.A.0.284)|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.5; GT-I9103 Build/GINGERBREAD)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; sv_SE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/1; FBCR/3SE;FBID/phone;FBLC/sv_SE;FBSF/1.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.1.13907/25.893; U; ar) Presto/2.5.25 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.5; ZTE Skate Build/V1.0.0B03)|
NOKIAN76/UC Browser7.9.0.102/28/355/UCWEB|http://nds1.nds.nokia.com/uaprof/NN76-1r100.xml
Opera/9.80 (Android 2.2; Linux; Opera Tablet/ADR-1110071847; U; en) Presto/2.9.201 Version/11.50|
BlackBerry8520/5.0.0.979 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/118|http://www.blackberry.net/go/mobile/profiles/uaprof/8520_80211g/4.6.1.rdf
